Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
788-8998,2,EM Pro,C3-P8,2,63.42,0.9044,1.0,0.8872,0.5241,1,0.0726,True,EM Elite,C3-P9,2,65.79,0.8901,1.0,0.8419,0.5052,1,0.1201,True,EM Premium,C3-P10,2,66.66,0.8874,1.0,0.8336,0.4986,1,0.1248,True
788-9558,2,EM Max,C3-P11,2,70.2,0.8979,1.0,0.8908,0.4735,1,0.0679,True,EM Ultra,C3-P12,2,73.74,0.8829,1.0,0.8415,0.4508,1,0.1092,True,EM Supreme,C3-P13,2,77.28,0.8695,1.0,0.8003,0.4301,1,0.1506,True
788-9568,2,EM Pro,C3-P8,2,63.42,0.9025,1.0,0.876,0.5241,1,0.0756,True,EM Elite,C3-P9,2,65.79,0.8881,1.0,0.8305,0.5052,1,0.1224,True,EM Premium,C3-P10,2,66.66,0.8855,1.0,0.8232,0.4986,1,0.1276,True
788-9577,0,HH Starter,C1-P1,0,34.69,0.7814,0.6609,0.95,0.9582,1,0.0312,False,HH Basic,C1-P2,0,39.29,0.7833,0.7233,0.95,0.846,1,0.0312,False,HH Standard,C1-P3,0,42.72,0.7863,0.7674,0.95,0.7781,1,0.0312,False
788-9579,2,EM Max,C3-P11,2,70.2,0.8532,1.0,0.7486,0.4735,1,0.3007,True,EM Ultra,C3-P12,2,73.74,0.8435,1.0,0.7157,0.4508,1,0.3149,True,EM Supreme,C3-P13,2,77.28,0.8347,1.0,0.687,0.4301,1,0.3291,True
788-9585,2,EM Elite,C3-P9,2,65.79,0.9146,1.0,0.9452,0.5052,1,0.0297,True,EM Premium,C3-P10,2,66.66,0.9119,1.0,0.9368,0.4986,1,0.0343,True,EM Max,C3-P11,2,70.2,0.8947,1.0,0.8749,0.4735,1,0.0752,True
788-9657,2,EM Elite,C3-P9,2,65.79,0.907,1.0,0.9096,0.5052,1,0.0523,True,EM Premium,C3-P10,2,66.66,0.9044,1.0,0.9026,0.4986,1,0.0577,True,EM Max,C3-P11,2,70.2,0.8873,1.0,0.8418,0.4735,1,0.0994,True
788-9679,2,EM Max,C3-P11,2,70.2,0.8912,1.0,0.8615,0.4735,1,0.0908,True,EM Ultra,C3-P12,2,73.74,0.8764,1.0,0.8148,0.4508,1,0.1348,True,EM Supreme,C3-P13,2,77.28,0.863,1.0,0.7755,0.4301,1,0.1787,True
788-9777,2,EM Pro,C3-P8,2,63.42,0.9085,1.0,0.9048,0.5241,1,0.0588,True,EM Elite,C3-P9,2,65.79,0.8941,1.0,0.8585,0.5052,1,0.1051,True,EM Premium,C3-P10,2,66.66,0.8914,1.0,0.8505,0.4986,1,0.1099,True
788-9779,2,EM Max,C3-P11,2,70.2,0.8963,1.0,0.8866,0.4735,1,0.0773,True,EM Ultra,C3-P12,2,73.74,0.8814,1.0,0.8394,0.4508,1,0.1213,True,EM Supreme,C3-P13,2,77.28,0.8679,1.0,0.7996,0.4301,1,0.1653,True
788-9867,2,EM Pro,C3-P8,2,63.42,0.8863,1.0,0.8222,0.5241,1,0.1564,True,EM Elite,C3-P9,2,65.79,0.8717,1.0,0.7891,0.5052,1,0.2245,True,EM Premium,C3-P10,2,66.66,0.8691,1.0,0.7813,0.4986,1,0.2294,True
788-9879,2,EM Max,C3-P11,2,70.2,0.9026,1.0,0.9138,0.4735,1,0.0548,True,EM Ultra,C3-P12,2,73.74,0.8876,1.0,0.8639,0.4508,1,0.0959,True,EM Supreme,C3-P13,2,77.28,0.8741,1.0,0.822,0.4301,1,0.1369,True
788-9888,2,EM Value,C3-P4,2,56.34,0.9219,1.0,0.9199,0.59,1,0.0457,True,EM Plus,C3-P5,2,57.21,0.9186,1.0,0.9104,0.581,1,0.0508,True,EM Select,C3-P6,2,59.58,0.8953,1.0,0.8299,0.5579,1,0.1285,True
788-9896,2,EM Premium,C3-P10,2,66.66,0.9139,1.0,0.9468,0.4986,1,0.029,True,EM Max,C3-P11,2,70.2,0.8968,1.0,0.8858,0.4735,1,0.0706,True,EM Ultra,C3-P12,2,73.74,0.8819,1.0,0.8368,0.4508,1,0.1123,True
788-9899,2,EM Elite,C3-P9,2,65.79,0.8933,1.0,0.8448,0.5052,1,0.092,True,EM Premium,C3-P10,2,66.66,0.8907,1.0,0.8376,0.4986,1,0.0973,True,EM Max,C3-P11,2,70.2,0.874,1.0,0.7814,0.4735,1,0.1423,True
788-9959,0,HH Starter,C1-P1,0,34.69,0.7586,0.5494,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7613,0.6145,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7647,0.66,1.0,0.7781,1,0.0,False
788-9969,2,EM Premium,C3-P10,2,66.66,0.8983,1.0,0.8741,0.4986,1,0.0761,True,EM Max,C3-P11,2,70.2,0.8816,1.0,0.818,0.4735,1,0.1216,True,EM Ultra,C3-P12,2,73.74,0.8669,1.0,0.773,0.4508,1,0.1671,True
788-9989,2,EM Max,C3-P11,2,70.2,0.8955,1.0,0.8829,0.4735,1,0.0793,True,EM Ultra,C3-P12,2,73.74,0.8807,1.0,0.8358,0.4508,1,0.1234,True,EM Supreme,C3-P13,2,77.28,0.8672,1.0,0.7962,0.4301,1,0.1674,True
788-9998,2,EM Elite,C3-P9,2,65.79,0.9037,1.0,0.8946,0.5052,1,0.0628,True,EM Premium,C3-P10,2,66.66,0.901,1.0,0.8864,0.4986,1,0.0675,True,EM Max,C3-P11,2,70.2,0.8843,1.0,0.83,0.4735,1,0.1127,True
788-9999,2,EM Starter,C3-P1,2,51.09,0.7869,0.8077,0.985,0.6506,1,0.008,False,EM Basic,C3-P2,2,51.74,0.7883,0.8166,0.985,0.6424,1,0.008,False,EM Standard,C3-P3,2,54.3,0.7926,0.8461,0.985,0.6122,1,0.008,False
789-5577,2,EM Elite,C3-P9,2,65.79,0.9017,1.0,0.8851,0.5052,1,0.0683,True,EM Premium,C3-P10,2,66.66,0.899,1.0,0.8767,0.4986,1,0.0729,True,EM Max,C3-P11,2,70.2,0.8823,1.0,0.8207,0.4735,1,0.1184,True
789-5579,2,EM Max,C3-P11,2,70.2,0.8929,1.0,0.869,0.4735,1,0.0851,True,EM Ultra,C3-P12,2,73.74,0.878,1.0,0.8218,0.4508,1,0.1286,True,EM Supreme,C3-P13,2,77.28,0.8646,1.0,0.7822,0.4301,1,0.1722,True
789-5598,2,EM Select,C3-P6,2,59.58,0.8799,1.0,0.8135,0.5579,1,0.2585,True,EM Advance,C3-P7,2,60.75,0.8747,1.0,0.7962,0.5472,1,0.2681,True,EM Pro,C3-P8,2,63.42,0.8649,1.0,0.7601,0.5241,1,0.2776,True
789-5599,2,EM Max,C3-P11,2,70.2,0.8994,1.0,0.9006,0.4735,1,0.0671,True,EM Ultra,C3-P12,2,73.74,0.8845,1.0,0.8524,0.4508,1,0.1101,True,EM Supreme,C3-P13,2,77.28,0.871,1.0,0.8118,0.4301,1,0.153,True
789-5675,2,EM Pro,C3-P8,2,63.42,0.9057,1.0,0.8898,0.5241,1,0.0641,True,EM Elite,C3-P9,2,65.79,0.8912,1.0,0.8408,0.5052,1,0.1073,True,EM Premium,C3-P10,2,66.66,0.8886,1.0,0.8337,0.4986,1,0.1127,True
789-5677,2,EM Starter,C3-P1,2,51.09,0.7678,0.734,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7688,0.7416,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.7673,0.7617,0.9849,0.6122,1,0.008,False
789-5679,2,EM Max,C3-P11,2,70.2,0.8774,1.0,0.8181,0.4735,1,0.1632,True,EM Ultra,C3-P12,2,73.74,0.8624,1.0,0.7782,0.4508,1,0.2194,True,EM Supreme,C3-P13,2,77.28,0.8486,1.0,0.744,0.4301,1,0.2756,True
789-5699,2,EM Value,C3-P4,2,56.34,0.9255,1.0,0.9364,0.59,1,0.0349,True,EM Plus,C3-P5,2,57.21,0.9223,1.0,0.9276,0.581,1,0.0403,True,EM Select,C3-P6,2,59.58,0.8989,1.0,0.846,0.5579,1,0.1167,True
789-5756,2,EM Max,C3-P11,2,70.2,0.8531,1.0,0.7463,0.4735,1,0.2989,True,EM Ultra,C3-P12,2,73.74,0.8434,1.0,0.7137,0.4508,1,0.313,True,EM Supreme,C3-P13,2,77.28,0.8346,1.0,0.6852,0.4301,1,0.3272,True
789-5775,2,EM Elite,C3-P9,2,65.79,0.9118,1.0,0.9321,0.5052,1,0.0379,True,EM Premium,C3-P10,2,66.66,0.9091,1.0,0.9237,0.4986,1,0.0425,True,EM Max,C3-P11,2,70.2,0.8921,1.0,0.8641,0.4735,1,0.0851,True
789-5776,2,EM Supreme,C3-P13,2,77.28,0.8595,1.0,0.7546,0.4301,1,0.1825,True,EM Starter,C3-P1,2,51.09,0.783,0.7938,0.9865,0.6506,1,0.0069,False,EM Basic,C3-P2,2,51.74,0.7842,0.8018,0.9865,0.6424,1,0.0069,False
789-5779,2,EM Advance,C3-P7,2,60.75,0.921,1.0,0.9463,0.5472,1,0.0299,True,EM Pro,C3-P8,2,63.42,0.9009,1.0,0.8711,0.5241,1,0.0836,True,EM Elite,C3-P9,2,65.79,0.8866,1.0,0.8269,0.5052,1,0.1323,True
789-5789,2,EM Max,C3-P11,2,70.2,0.8908,1.0,0.8588,0.4735,1,0.0905,True,EM Ultra,C3-P12,2,73.74,0.876,1.0,0.811,0.4508,1,0.1331,True,EM Supreme,C3-P13,2,77.28,0.8626,1.0,0.7711,0.4301,1,0.1757,True
789-5795,2,EM Max,C3-P11,2,70.2,0.8786,1.0,0.8066,0.4735,1,0.1337,True,EM Ultra,C3-P12,2,73.74,0.8639,1.0,0.7616,0.4508,1,0.1791,True,EM Supreme,C3-P13,2,77.28,0.8507,1.0,0.724,0.4301,1,0.2245,True
789-5797,2,EM Elite,C3-P9,2,65.79,0.9052,1.0,0.9001,0.5052,1,0.0559,True,EM Premium,C3-P10,2,66.66,0.9026,1.0,0.8926,0.4986,1,0.061,True,EM Max,C3-P11,2,70.2,0.8857,1.0,0.8334,0.4735,1,0.1038,True
789-5857,2,EM Premium,C3-P10,2,66.66,0.9086,1.0,0.922,0.4986,1,0.0448,True,EM Max,C3-P11,2,70.2,0.8916,1.0,0.8615,0.4735,1,0.0868,True,EM Ultra,C3-P12,2,73.74,0.8767,1.0,0.8132,0.4508,1,0.1288,True
789-5878,2,EM Starter,C3-P1,2,51.09,0.7709,0.7646,0.9704,0.6506,1,0.0168,False,EM Basic,C3-P2,2,51.74,0.7723,0.7735,0.9704,0.6424,1,0.0168,False,EM Standard,C3-P3,2,54.3,0.773,0.7975,0.9612,0.6122,1,0.0229,False
789-5889,2,EM Elite,C3-P9,2,65.79,0.9003,1.0,0.8771,0.5052,1,0.0705,True,EM Premium,C3-P10,2,66.66,0.8977,1.0,0.8699,0.4986,1,0.0758,True,EM Max,C3-P11,2,70.2,0.8808,1.0,0.811,0.4735,1,0.1187,True
789-5897,0,HH Starter,C1-P1,0,34.69,0.8067,0.7168,0.99,0.9582,1,0.0052,False,HH Basic,C1-P2,0,39.29,0.8107,0.7861,0.99,0.846,1,0.0052,False,HH Standard,C1-P3,0,42.72,0.8155,0.836,0.99,0.7781,1,0.0052,False
789-5968,2,EM Elite,C3-P9,2,65.79,0.8818,1.0,0.7936,0.5052,1,0.1303,True,EM Premium,C3-P10,2,66.66,0.8792,1.0,0.7869,0.4986,1,0.1361,True,EM Max,C3-P11,2,70.2,0.8627,1.0,0.7337,0.4735,1,0.1836,True
789-5977,2,EM Premium,C3-P10,2,66.66,0.9106,1.0,0.9306,0.4986,1,0.0384,True,EM Max,C3-P11,2,70.2,0.8933,1.0,0.8673,0.4735,1,0.0783,True,EM Ultra,C3-P12,2,73.74,0.8784,1.0,0.8171,0.4508,1,0.1182,True
789-5987,2,EM Max,C3-P11,2,70.2,0.8864,1.0,0.8403,0.4735,1,0.1065,True,EM Ultra,C3-P12,2,73.74,0.8716,1.0,0.7941,0.4508,1,0.1508,True,EM Supreme,C3-P13,2,77.28,0.8583,1.0,0.7553,0.4301,1,0.195,True
789-5988,2,EM Max,C3-P11,2,70.2,0.8518,1.0,0.74,0.4735,1,0.3019,True,EM Ultra,C3-P12,2,73.74,0.8421,1.0,0.7076,0.4508,1,0.3161,True,EM Supreme,C3-P13,2,77.28,0.8334,1.0,0.6792,0.4301,1,0.3304,True
789-5997,2,EM Starter,C3-P1,2,51.09,0.766,0.7279,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7665,0.7339,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.7717,0.7664,1.0,0.6122,1,0.0,False
789-5998,2,EM Max,C3-P11,2,70.2,0.8897,1.0,0.8524,0.4735,1,0.092,True,EM Ultra,C3-P12,2,73.74,0.8749,1.0,0.8043,0.4508,1,0.134,True,EM Supreme,C3-P13,2,77.28,0.8615,1.0,0.7641,0.4301,1,0.1761,True
789-5999,2,EM Pro,C3-P8,2,63.42,0.9024,1.0,0.8759,0.5241,1,0.0763,True,EM Elite,C3-P9,2,65.79,0.8879,1.0,0.828,0.5052,1,0.1209,True,EM Premium,C3-P10,2,66.66,0.8852,1.0,0.82,0.4986,1,0.1257,True
789-6569,2,EM Standard,C3-P3,2,54.3,0.9296,1.0,0.9402,0.6122,1,0.0326,True,EM Value,C3-P4,2,56.34,0.9206,1.0,0.9132,0.59,1,0.0483,True,EM Plus,C3-P5,2,57.21,0.9174,1.0,0.9044,0.581,1,0.0537,True
789-6659,2,EM Max,C3-P11,2,70.2,0.8936,1.0,0.8717,0.4735,1,0.0822,True,EM Ultra,C3-P12,2,73.74,0.8787,1.0,0.824,0.4508,1,0.1251,True,EM Supreme,C3-P13,2,77.28,0.8653,1.0,0.784,0.4301,1,0.168,True
789-6775,2,EM Elite,C3-P9,2,65.79,0.9052,1.0,0.9015,0.5052,1,0.0582,True,EM Premium,C3-P10,2,66.66,0.9025,1.0,0.8936,0.4986,1,0.063,True,EM Max,C3-P11,2,70.2,0.8856,1.0,0.8338,0.4735,1,0.1054,True
789-6798,2,EM Elite,C3-P9,2,65.79,0.8936,1.0,0.8469,0.5052,1,0.0927,True,EM Premium,C3-P10,2,66.66,0.8909,1.0,0.8388,0.4986,1,0.0974,True,EM Max,C3-P11,2,70.2,0.8742,1.0,0.7835,0.4735,1,0.1433,True
789-6877,2,EM Premium,C3-P10,2,66.66,0.8633,1.0,0.7717,0.4986,1,0.2728,True,EM Max,C3-P11,2,70.2,0.853,1.0,0.7375,0.4735,1,0.2865,True,EM Ultra,C3-P12,2,73.74,0.8438,1.0,0.7079,0.4508,1,0.3002,True
789-6885,2,EM Max,C3-P11,2,70.2,0.8653,1.0,0.8038,0.4735,1,0.2629,True,EM Ultra,C3-P12,2,73.74,0.8554,1.0,0.7692,0.4508,1,0.2758,True,EM Supreme,C3-P13,2,77.28,0.8465,1.0,0.7389,0.4301,1,0.2887,True
789-6887,2,EM Max,C3-P11,2,70.2,0.8785,1.0,0.8219,0.4735,1,0.1582,True,EM Ultra,C3-P12,2,73.74,0.8635,1.0,0.7819,0.4508,1,0.2141,True,EM Supreme,C3-P13,2,77.28,0.8496,1.0,0.7476,0.4301,1,0.2701,True
789-6889,2,EM Max,C3-P11,2,70.2,0.8966,1.0,0.8878,0.4735,1,0.0758,True,EM Ultra,C3-P12,2,73.74,0.8817,1.0,0.8403,0.4508,1,0.1195,True,EM Supreme,C3-P13,2,77.28,0.8683,1.0,0.8004,0.4301,1,0.1632,True
789-6955,2,EM Pro,C3-P8,2,63.42,0.8718,1.0,0.7657,0.5241,1,0.2165,True,EM Elite,C3-P9,2,65.79,0.8569,1.0,0.7361,0.5052,1,0.2929,True,EM Premium,C3-P10,2,66.66,0.8543,1.0,0.7291,0.4986,1,0.2984,True
789-6975,0,HH Starter,C1-P1,0,34.69,0.7601,0.5546,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7633,0.6214,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7673,0.6688,1.0,0.7781,1,0.0,False
789-7576,2,EM Elite,C3-P9,2,65.79,0.8975,1.0,0.8646,0.5052,1,0.0801,True,EM Premium,C3-P10,2,66.66,0.8949,1.0,0.8574,0.4986,1,0.0854,True,EM Max,C3-P11,2,70.2,0.8782,1.0,0.802,0.4735,1,0.1313,True
789-7586,2,EM Supreme,C3-P13,2,77.28,0.8635,1.0,0.7734,0.4301,1,0.1706,True,EM Starter,C3-P1,2,51.09,0.7758,0.7686,0.9883,0.6506,1,0.0061,False,EM Basic,C3-P2,2,51.74,0.777,0.7766,0.9883,0.6424,1,0.0061,False
789-7596,2,EM Elite,C3-P9,2,65.79,0.8961,1.0,0.8618,0.5052,1,0.0893,True,EM Premium,C3-P10,2,66.66,0.8934,1.0,0.8537,0.4986,1,0.0941,True,EM Max,C3-P11,2,70.2,0.8768,1.0,0.7984,0.4735,1,0.1403,True
789-7597,2,EM Max,C3-P11,2,70.2,0.8535,1.0,0.7489,0.4735,1,0.2984,True,EM Ultra,C3-P12,2,73.74,0.8438,1.0,0.7163,0.4508,1,0.3125,True,EM Supreme,C3-P13,2,77.28,0.835,1.0,0.6877,0.4301,1,0.3266,True
789-7599,2,EM Premium,C3-P10,2,66.66,0.8717,1.0,0.7958,0.4986,1,0.2247,True,EM Max,C3-P11,2,70.2,0.855,1.0,0.7562,0.4735,1,0.2949,True,EM Ultra,C3-P12,2,73.74,0.8451,1.0,0.7227,0.4508,1,0.3089,True
789-7657,2,EM Max,C3-P11,2,70.2,0.8568,1.0,0.7639,0.4735,1,0.2882,True,EM Ultra,C3-P12,2,73.74,0.847,1.0,0.7304,0.4508,1,0.302,True,EM Supreme,C3-P13,2,77.28,0.8381,1.0,0.7012,0.4301,1,0.3157,True
789-7658,2,EM Starter,C3-P1,2,51.09,0.7603,0.7169,0.9883,0.6506,1,0.0061,False,EM Basic,C3-P2,2,51.74,0.761,0.7234,0.9883,0.6424,1,0.0061,False,EM Standard,C3-P3,2,54.3,0.7572,0.7386,0.97,0.6122,1,0.017,False
789-7759,2,EM Pro,C3-P8,2,63.42,0.9198,1.0,0.9574,0.5241,1,0.024,True,EM Elite,C3-P9,2,65.79,0.9047,1.0,0.8996,0.5052,1,0.0606,True,EM Premium,C3-P10,2,66.66,0.9021,1.0,0.8924,0.4986,1,0.0659,True
789-7775,2,EM Elite,C3-P9,2,65.79,0.9099,1.0,0.924,0.5052,1,0.0444,True,EM Premium,C3-P10,2,66.66,0.9073,1.0,0.9159,0.4986,1,0.0491,True,EM Max,C3-P11,2,70.2,0.8904,1.0,0.8584,0.4735,1,0.0937,True
789-7787,2,EM Pro,C3-P8,2,63.42,0.8895,1.0,0.8381,0.5241,1,0.1483,True,EM Elite,C3-P9,2,65.79,0.8748,1.0,0.805,0.5052,1,0.2169,True,EM Premium,C3-P10,2,66.66,0.8722,1.0,0.7969,0.4986,1,0.2216,True
789-7789,2,EM Elite,C3-P9,2,65.79,0.8727,1.0,0.8062,0.5052,1,0.2401,True,EM Premium,C3-P10,2,66.66,0.87,1.0,0.7978,0.4986,1,0.2447,True,EM Max,C3-P11,2,70.2,0.8563,1.0,0.7592,0.4735,1,0.2862,True
789-7875,2,EM Elite,C3-P9,2,65.79,0.9026,1.0,0.8897,0.5052,1,0.0667,True,EM Premium,C3-P10,2,66.66,0.9,1.0,0.8831,0.4986,1,0.0725,True,EM Max,C3-P11,2,70.2,0.8831,1.0,0.824,0.4735,1,0.1155,True
789-7877,2,EM Premium,C3-P10,2,66.66,0.9146,1.0,0.9512,0.4986,1,0.0285,True,EM Max,C3-P11,2,70.2,0.8976,1.0,0.8916,0.4735,1,0.0715,True,EM Ultra,C3-P12,2,73.74,0.8827,1.0,0.8436,0.4508,1,0.1145,True
789-7887,2,EM Elite,C3-P9,2,65.79,0.9022,1.0,0.8873,0.5052,1,0.0665,True,EM Premium,C3-P10,2,66.66,0.8996,1.0,0.8802,0.4986,1,0.0719,True,EM Max,C3-P11,2,70.2,0.8828,1.0,0.8231,0.4735,1,0.1165,True
789-7895,2,EM Elite,C3-P9,2,65.79,0.8959,1.0,0.8573,0.5052,1,0.0845,True,EM Premium,C3-P10,2,66.66,0.8933,1.0,0.8503,0.4986,1,0.09,True,EM Max,C3-P11,2,70.2,0.8765,1.0,0.7925,0.4735,1,0.1338,True
789-7959,2,EM Max,C3-P11,2,70.2,0.8665,1.0,0.7911,0.4735,1,0.2315,True,EM Ultra,C3-P12,2,73.74,0.8512,1.0,0.7549,0.4508,1,0.2968,True,EM Supreme,C3-P13,2,77.28,0.842,1.0,0.7235,0.4301,1,0.3104,True
789-7975,2,EM Ultra,C3-P12,2,73.74,0.8465,1.0,0.7306,0.4508,1,0.307,True,EM Supreme,C3-P13,2,77.28,0.8376,1.0,0.7014,0.4301,1,0.3209,True,EM Starter,C3-P1,2,51.09,0.8112,0.8951,0.9757,0.6506,1,0.0128,False
789-7977,2,EM Max,C3-P11,2,70.2,0.8952,1.0,0.8786,0.4735,1,0.0762,True,EM Ultra,C3-P12,2,73.74,0.8803,1.0,0.83,0.4508,1,0.1182,True,EM Supreme,C3-P13,2,77.28,0.8669,1.0,0.7893,0.4301,1,0.1601,True
789-7985,2,EM Pro,C3-P8,2,63.42,0.8942,1.0,0.8543,0.5241,1,0.1255,True,EM Elite,C3-P9,2,65.79,0.8797,1.0,0.8187,0.5052,1,0.1888,True,EM Premium,C3-P10,2,66.66,0.877,1.0,0.8105,0.4986,1,0.1935,True
789-7989,2,EM Pro,C3-P8,2,63.42,0.8936,1.0,0.8583,0.5241,1,0.1374,True,EM Elite,C3-P9,2,65.79,0.8789,1.0,0.8249,0.5052,1,0.2058,True,EM Premium,C3-P10,2,66.66,0.8762,1.0,0.8166,0.4986,1,0.2105,True
789-7997,2,EM Max,C3-P11,2,70.2,0.9,1.0,0.9014,0.4735,1,0.0622,True,EM Ultra,C3-P12,2,73.74,0.8851,1.0,0.8521,0.4508,1,0.1037,True,EM Supreme,C3-P13,2,77.28,0.8716,1.0,0.8107,0.4301,1,0.1451,True
789-8597,2,EM Max,C3-P11,2,70.2,0.8972,1.0,0.8882,0.4735,1,0.0704,True,EM Ultra,C3-P12,2,73.74,0.8823,1.0,0.8393,0.4508,1,0.1122,True,EM Supreme,C3-P13,2,77.28,0.8689,1.0,0.7984,0.4301,1,0.1539,True
789-8659,2,EM Starter,C3-P1,2,51.09,0.7818,0.7889,0.9876,0.6506,1,0.0065,False,EM Basic,C3-P2,2,51.74,0.7786,0.7889,0.9781,0.6424,1,0.012,False,EM Standard,C3-P3,2,54.3,0.7781,0.8111,0.9658,0.6122,1,0.0193,False
789-8686,2,EM Elite,C3-P9,2,65.79,0.9127,1.0,0.9371,0.5052,1,0.0361,True,EM Premium,C3-P10,2,66.66,0.9101,1.0,0.929,0.4986,1,0.0408,True,EM Max,C3-P11,2,70.2,0.8931,1.0,0.8701,0.4735,1,0.0842,True
789-8757,0,HH Starter,C1-P1,0,34.69,0.7498,0.5201,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7517,0.5828,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7549,0.6274,1.0,0.7781,1,0.0,False
789-8767,2,EM Select,C3-P6,2,59.58,0.9212,1.0,0.9395,0.5579,1,0.0345,True,EM Advance,C3-P7,2,60.75,0.9161,1.0,0.9238,0.5472,1,0.045,True,EM Pro,C3-P8,2,63.42,0.8959,1.0,0.8466,0.5241,1,0.0972,True
789-8896,1,MB Starter,C2-P1,1,33.24,0.8117,0.7194,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8139,0.7814,0.98,0.8907,1,0.0109,False,MB Standard,C2-P3,1,42.9,0.7969,0.8435,0.9033,0.7748,1,0.0788,False
789-8898,2,EM Max,C3-P11,2,70.2,0.8836,1.0,0.8305,0.4735,1,0.1199,True,EM Ultra,C3-P12,2,73.74,0.8689,1.0,0.7849,0.4508,1,0.1651,True,EM Supreme,C3-P13,2,77.28,0.8555,1.0,0.7468,0.4301,1,0.2103,True
789-8955,2,EM Max,C3-P11,2,70.2,0.8561,1.0,0.7607,0.4735,1,0.2901,True,EM Ultra,C3-P12,2,73.74,0.8463,1.0,0.7271,0.4508,1,0.304,True,EM Supreme,C3-P13,2,77.28,0.8374,1.0,0.6979,0.4301,1,0.3178,True
789-8967,2,EM Max,C3-P11,2,70.2,0.8782,1.0,0.8186,0.4735,1,0.1566,True,EM Ultra,C3-P12,2,73.74,0.8632,1.0,0.7784,0.4508,1,0.2118,True,EM Supreme,C3-P13,2,77.28,0.8494,1.0,0.744,0.4301,1,0.267,True
789-8977,2,EM Basic,C3-P2,2,51.74,0.9413,1.0,0.9748,0.6424,1,0.013,True,EM Standard,C3-P3,2,54.3,0.9289,1.0,0.9366,0.6122,1,0.0344,True,EM Value,C3-P4,2,56.34,0.92,1.0,0.9103,0.59,1,0.0505,True
789-8997,2,EM Pro,C3-P8,2,63.42,0.9088,1.0,0.9057,0.5241,1,0.0568,True,EM Elite,C3-P9,2,65.79,0.8944,1.0,0.8584,0.5052,1,0.1017,True,EM Premium,C3-P10,2,66.66,0.8918,1.0,0.8512,0.4986,1,0.1071,True
789-9559,2,EM Value,C3-P4,2,56.34,0.9269,1.0,0.9431,0.59,1,0.0305,True,EM Plus,C3-P5,2,57.21,0.9237,1.0,0.9341,0.581,1,0.0358,True,EM Select,C3-P6,2,59.58,0.8999,1.0,0.8456,0.5579,1,0.1062,True
789-9565,2,EM Pro,C3-P8,2,63.42,0.8877,1.0,0.822,0.5241,1,0.1425,True,EM Elite,C3-P9,2,65.79,0.8733,1.0,0.787,0.5052,1,0.2057,True,EM Premium,C3-P10,2,66.66,0.8706,1.0,0.7795,0.4986,1,0.2109,True
789-9578,2,EM Premium,C3-P10,2,66.66,0.8656,1.0,0.779,0.4986,1,0.2601,True,EM Max,C3-P11,2,70.2,0.852,1.0,0.741,0.4735,1,0.3021,True,EM Ultra,C3-P12,2,73.74,0.8423,1.0,0.7088,0.4508,1,0.3163,True
789-9579,0,HH Select,C1-P6,0,54.2,0.9181,1.0,0.8887,0.6133,1,0.0717,True,HH Advance,C1-P7,0,58.5,0.9003,1.0,0.8364,0.5682,1,0.1043,True,HH Starter,C1-P1,0,34.69,0.8132,0.7317,1.0,0.9582,1,0.0,False
789-9595,2,EM Pro,C3-P8,2,63.42,0.8866,1.0,0.8279,0.5241,1,0.1617,True,EM Elite,C3-P9,2,65.79,0.872,1.0,0.7965,0.5052,1,0.2329,True,EM Premium,C3-P10,2,66.66,0.8694,1.0,0.7894,0.4986,1,0.2383,True
789-9597,2,EM Premium,C3-P10,2,66.66,0.8834,1.0,0.836,0.4986,1,0.168,True,EM Max,C3-P11,2,70.2,0.8663,1.0,0.7932,0.4735,1,0.2372,True,EM Ultra,C3-P12,2,73.74,0.8521,1.0,0.7573,0.4508,1,0.2908,True
